ref,pin,pin_name,net,sheet,type
U1,G17,VSS,GND,12,Ground
U1,H8,VSS,GND,12,Ground
U1,H9,VSS,GND,12,Ground
U1,H10,VSS,GND,12,Ground
U1,H11,VSS,GND,12,Ground
U1,H12,VSS,GND,12,Ground
U1,H13,VSS,GND,12,Ground
U1,H14,VSS,GND,12,Ground
U1,J8,VSS,GND,12,Ground
U1,J9,VSS,GND,12,Ground
U1,J10,VSS,GND,12,Ground
U1,J11,VSS,GND,12,Ground
U1,J12,VSS,GND,12,Ground
U1,J13,VSS,GND,12,Ground
U1,J14,VSS,GND,12,Ground
U1,N2,VSS,GND,12,Ground
U1,R5,VSS,GND,12,Ground
U1,R7,VSS,GND,12,Ground
U1,T1,AVSS_DSI,GND,12,Ground
U1,T21,VSS,GND,12,Ground
U1,C21,BRF_ANT,,12,Bidirectional
U1,R6,USB2_DN,,12,Bidirectional
U1,T6,USB2_DP,,12,Bidirectional
U1,T5,USB2_REXT,CORE_USB_REXT,12,Bidirectional
U1,G18,ADC1N,,12,Bidirectional
U1,G19,ADC1P,,12,Bidirectional
U1,F18,ADC2N,,12,Bidirectional
U1,F19,ADC2P,,12,Bidirectional
U1,J21,DAC1N,,12,Bidirectional
U1,J20,DAC1P,,12,Bidirectional
U1,H20,DAC2N,,12,Bidirectional
U1,H21,DAC2P,,12,Bidirectional
U1,L19,SDMADC_INPUT,,12,Bidirectional
U1,T2,DSI_CLKN,,12,Bidirectional
U1,T3,DSI_CLKP,,12,Bidirectional
U1,R1,DSI_D0N,,12,Bidirectional
U1,R2,DSI_D0P,,12,Bidirectional
U1,R3,DSI_D1N,,12,Bidirectional
U1,R4,DSI_D1P,,12,Bidirectional
U1,P4,DSI_REXT,CORE_DSI_REXT,12,Bidirectional
R118,1,,CORE_DSI_REXT,12,Passive
R118,2,,GND,12,Passive
R119,1,,CORE_USB_REXT,12,Passive
R119,2,,GND,12,Passive
TP001,1,TEST,GND,13,Passive
TP002,1,TEST,VSYS,13,Passive
TP003,1,TEST,+1V8,13,Passive
TP004,1,TEST,+3V3,13,Passive
TP005,1,TEST,+5V_SW,13,Passive
TP006,1,TEST,VDD_SIP,13,Passive
TP007,1,TEST,FLASH_VDD,13,Passive
TP008,1,TEST,RESET_N,13,Passive
TP009,1,TEST,BOOT_MODE,13,Passive
TP010,1,TEST,SENS_SCL,13,Passive
TP011,1,TEST,SENS_SDA,13,Passive
TP012,1,TEST,PPG_MFIO,13,Passive
TP013,1,TEST,PPG_RST_N,13,Passive
TP014,1,TEST,HAPTIC_EN,13,Passive
TP015,1,TEST,BOOST5_EN,13,Passive
TP016,1,TEST,VBAT_ADC,13,Passive
